cod_nat_tim;lib_tim;cod_commune;lib_commune;lib_bassin_risques;lib_commentaire;dat_programtim_deb;dat_programtim_fin;dat_etu_tim_deb;dat_etu_tim_fin;dat_transmission_tim;dat_integration_plu;dat_reception_min;dat_maj
62PREF20050147;DCS - Hénin-Beaumont;62427;Hénin-Beaumont;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-09-21 00:00:00;2004-09-21 00:00:00;;;2004-09-21 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
61DDT20110001;PAC La Coulonche;61124;La Coulonche;"";PAC réalisé par le bureau d'études ASTER;;;;;2010-11-22 00:00:00;;;2011-02-09 00:00:00
62PREF20050146;DCS - Harnes;62413;Harnes;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-12-20 00:00:00;2004-12-20 00:00:00;;;2004-12-20 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050145;DCS - Haisnes;62401;Haisnes;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-10-07 00:00:00;2004-10-07 00:00:00;;;2004-10-07 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050144;DCS - Haillicourt;62400;Haillicourt;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-10-07 00:00:00;2004-10-07 00:00:00;;;2004-10-07 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050143;DCS - Grenay;62386;Grenay;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-05-25 00:00:00;2004-05-25 00:00:00;;;2004-05-25 00:00:00;;2004-06-08 00:00:00;2011-05-27 00:00:00
62PREF20050142;DCS - Gouy-Servins;62380;Gouy-Servins;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-11-12 00:00:00;2004-11-12 00:00:00;;;2004-11-12 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050141;DCS - Gavrelle;62369;Gavrelle;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-06-07 00:00:00;2004-06-07 00:00:00;;;2004-06-07 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050140;DCS - Fruges;62364;Fruges;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-12-15 00:00:00;2004-12-15 00:00:00;;;2004-12-15 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050139;DCS - Fouquières-lès-Lens;62351;Fouquières-lès-Lens;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-10-05 00:00:00;2004-10-05 00:00:00;;;2004-10-05 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050138;DCS - Fontaine-lès-Croisilles;62343;Fontaine-lès-Croisilles;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-11-12 00:00:00;2004-11-12 00:00:00;;;2004-11-12 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050137;DCS - Floringhem;62340;Floringhem;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-12-15 00:00:00;2004-12-15 00:00:00;;;2004-12-15 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050136;DCS - Feuchy;62331;Feuchy;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-06-07 00:00:00;2004-06-07 00:00:00;;;2004-06-07 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050135;DCS - Ferfay;62328;Ferfay;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-12-16 00:00:00;2004-12-16 00:00:00;;;2004-12-16 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050134;DCS - Farbus;62324;Farbus;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-08-31 00:00:00;2004-08-31 00:00:00;;;2004-08-31 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050133;DCS - Fampoux;62323;Fampoux;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-06-07 00:00:00;2004-06-07 00:00:00;;;2004-06-07 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050132;DCS - Evin-Malmaison;62321;Évin-Malmaison;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-10-05 00:00:00;2004-10-05 00:00:00;;;2004-10-05 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050131;DCS - Estevelles;62311;Estevelles;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-12-15 00:00:00;2004-12-15 00:00:00;;;2004-12-15 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050130;DCS - Escalles;62307;Escalles;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-12-01 00:00:00;2004-12-01 00:00:00;;;2004-12-01 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050129;DCS - Ergny;62302;Ergny;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-10-25 00:00:00;2004-10-25 00:00:00;;;2004-10-25 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050128;DCS - Equihen-Plage;62300;Équihen-Plage;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-12-03 00:00:00;2004-12-03 00:00:00;;;2004-12-03 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050127;DCS - Epinoy;62298;Épinoy;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-11-12 00:00:00;2004-11-12 00:00:00;;;2004-11-12 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050126;DCS - Enquin-les-Mines;62295;Enquin-les-Mines;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-12-03 00:00:00;2004-12-03 00:00:00;;;2004-12-03 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050125;DCS - Eleu-dit-Leauwette;62291;Éleu-dit-Leauwette;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-10-05 00:00:00;2004-10-05 00:00:00;;;2004-10-05 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050124;DCS - Ecoust-Saint-Mein;62285;Écoust-Saint-Mein;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-11-12 00:00:00;2004-11-12 00:00:00;;;2004-11-12 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050123;DCS - Ecourt-Saint-Quentin;62284;Écourt-Saint-Quentin;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-11-12 00:00:00;2004-11-12 00:00:00;;;2004-11-12 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050122;DCS - Drocourt;62277;Drocourt;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-09-21 00:00:00;2004-09-21 00:00:00;;;2004-09-21 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050121;DCS - Dourges;62274;Dourges;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-10-05 00:00:00;2004-10-05 00:00:00;;;2004-10-05 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050120;DCS - Dennebroeucq;62267;Dennebroeucq;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-12-15 00:00:00;2004-12-15 00:00:00;;;2004-12-15 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050119;DCS - Dainville;62263;Dainville;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-09-16 00:00:00;2004-09-16 00:00:00;;;2004-09-16 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050118;DCS - Croisilles;62259;Croisilles;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-11-12 00:00:00;2004-11-12 00:00:00;;;2004-11-12 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050117;DCS - Courrières;62250;Courrières;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-10-05 00:00:00;2004-10-05 00:00:00;;;2004-10-05 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050116;DCS - Courcelles-lès-Lens;62249;Courcelles-lès-Lens;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-11-30 00:00:00;2004-11-30 00:00:00;;;2004-11-30 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050115;DCS - Courcelles-le-Comte;62248;Courcelles-le-Comte;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-11-12 00:00:00;2004-11-12 00:00:00;;;2004-11-12 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050114;DCS - Coupelle-Vieille;62247;Coupelle-Vieille;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-12-15 00:00:00;2004-12-15 00:00:00;;;2004-12-15 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050113;DCS - Coupelle-Neuve;62246;Coupelle-Neuve;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-12-15 00:00:00;2004-12-15 00:00:00;;;2004-12-15 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050112;DCS - Coulogne;62244;Coulogne;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-11-26 00:00:00;2004-11-26 00:00:00;;;2004-11-26 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050111;DCS - Clerques;62228;Clerques;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-04-29 00:00:00;2004-04-29 00:00:00;;;2004-04-29 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050110;DCS - Cauchy-à-la-Tour;62217;Cauchy-à-la-Tour;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-12-16 00:00:00;2004-12-16 00:00:00;;;2004-12-16 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050109;DCS - Carvin;62215;Carvin;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-12-15 00:00:00;2004-12-15 00:00:00;;;2004-12-15 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050108;DCS - Burbure;62188;Burbure;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-12-15 00:00:00;2004-12-15 00:00:00;;;2004-12-15 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050107;DCS - Bully-les-Mines;62186;Bully-les-Mines;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-05-25 00:00:00;2004-05-25 00:00:00;;;2004-05-25 00:00:00;;2004-06-08 00:00:00;2011-05-27 00:00:00
62PREF20050106;DCS - Brebières;62173;Brebières;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-10-28 00:00:00;2004-10-28 00:00:00;;;2004-10-28 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050105;DCS - Bouvigny-Boyeffles;62170;Bouvigny-Boyeffles;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-10-05 00:00:00;2004-10-05 00:00:00;;;2004-10-05 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050104;DCS - Bourthes;62168;Bourthes;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-10-25 00:00:00;2004-10-25 00:00:00;;;2004-10-25 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050103;DCS - Bours;62166;Bours;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-12-15 00:00:00;2004-12-15 00:00:00;;;2004-12-15 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050102;DCS - Bourlon;62164;Bourlon;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-11-04 00:00:00;2004-11-04 00:00:00;;;2004-11-04 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050101;DCS - Bonningues-lès-Ardres;62155;Bonningues-lès-Ardres;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-04-29 00:00:00;2004-04-29 00:00:00;;;2004-04-29 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050100;DCS - Bléquin;62140;Bléquin;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-10-25 00:00:00;2004-10-25 00:00:00;;;2004-10-25 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050099;DCS - Billy-Montigny;62133;Billy-Montigny;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-10-05 00:00:00;2004-10-05 00:00:00;;;2004-10-05 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050098;DCS - Billy-Berclau;62132;Billy-Berclau;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-12-20 00:00:00;2004-12-20 00:00:00;;;2004-12-20 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050097;DCS - Bienvillers-au-Bois;62130;Bienvillers-au-Bois;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-11-04 00:00:00;2004-11-04 00:00:00;;;2004-11-04 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050096;DCS - Beugny;62122;Beugny;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-11-04 00:00:00;2004-11-04 00:00:00;;;2004-11-04 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050095;DCS - Bénifontaine;62107;Bénifontaine;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-10-05 00:00:00;2004-10-05 00:00:00;;;2004-10-05 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050094;DCS - Beaurains;62099;Beaurains;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-11-04 00:00:00;2004-11-04 00:00:00;;;2004-11-04 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050093;DCS - Bayenghem-lès-Seninghem;62088;Bayenghem-lès-Seninghem;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-10-25 00:00:00;2004-10-25 00:00:00;;;2004-10-25 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050092;DCS - Barlin;62083;Barlin;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-12-16 00:00:00;2004-12-16 00:00:00;;;2004-12-16 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050091;DCS - Bapaume;62080;Bapaume;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-11-04 00:00:00;2004-11-04 00:00:00;;;2004-11-04 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050090;DCS - Bajus;62077;Bajus;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-12-15 00:00:00;2004-12-15 00:00:00;;;2004-12-15 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050089;DCS - Bailleul-Sir-Berthoult;62073;Bailleul-Sir-Berthoult;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-06-07 00:00:00;2004-06-07 00:00:00;;;2004-06-07 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050088;DCS - Avion;62065;Avion;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-08-31 00:00:00;2004-08-31 00:00:00;;;2004-08-31 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050087;DCS - Avesnes-le-Comte;62063;Avesnes-le-Comte;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-11-04 00:00:00;2004-11-04 00:00:00;;;2004-11-04 00:00:00;;2004-12-21 00:00:00;2011-05-27 00:00:00
62PREF20050086;DCS - Auxi-le-Château;62060;Auxi-le-Château;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-12-15 00:00:00;2004-12-15 00:00:00;;;2004-12-15 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050085;DCS - Audresselles;62056;Audresselles;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-12-01 00:00:00;2004-12-01 00:00:00;;;2004-12-01 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050084;DCS - Audrehem;62055;Audrehem;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-04-29 00:00:00;2004-04-29 00:00:00;;;2004-04-29 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050083;DCS - Audinghen;62054;Audinghen;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-12-01 00:00:00;2004-12-01 00:00:00;;;2004-12-01 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050082;DCS - Auchy-les-Mines;62051;Auchy-les-Mines;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-10-07 00:00:00;2004-10-07 00:00:00;;;2004-10-07 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050081;DCS - Auchy-lès-Hesdin;62050;Auchy-lès-Hesdin;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-12-15 00:00:00;2004-12-15 00:00:00;;;2004-12-15 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050080;DCS - Auchy-au-Bois;62049;Auchy-au-Bois;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-10-07 00:00:00;2004-10-07 00:00:00;;;2004-10-07 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050079;DCS - Auchel;62048;Auchel;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-10-07 00:00:00;2004-10-07 00:00:00;;;2004-10-07 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050078;DCS - Arras;62041;Arras;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-06-07 00:00:00;2004-06-07 00:00:00;;;2004-06-07 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050077;DCS - Arleux-en-Gohelle;62039;Arleux-en-Gohelle;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-08-31 00:00:00;2004-08-31 00:00:00;;;2004-08-31 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050076;DCS - Annezin;62035;Annezin;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-06-08 00:00:00;2004-06-08 00:00:00;;;2004-06-08 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050075;DCS - Annequin;62034;Annequin;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-05-25 00:00:00;2004-05-25 00:00:00;;;2004-05-25 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050074;DCS - Annay;62033;Annay;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-12-20 00:00:00;2004-12-20 00:00:00;;;2004-12-20 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050073;DCS - Amettes;62029;Amettes;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-12-15 00:00:00;2004-12-15 00:00:00;;;2004-12-15 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050072;DCS - Ames;62028;Ames;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-12-16 00:00:00;2004-12-16 00:00:00;;;2004-12-16 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050071;DCS - Allouagne;62023;Allouagne;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-12-15 00:00:00;2004-12-15 00:00:00;;;2004-12-15 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050070;DCS - Aix-en-Ergny;62017;Aix-en-Ergny;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-10-25 00:00:00;2004-10-25 00:00:00;;;2004-10-25 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050069;DCS - Agny;62013;Agny;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-11-04 00:00:00;2004-11-04 00:00:00;;;2004-11-04 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050068;DCS - Affringues;62010;Affringues;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-10-25 00:00:00;2004-10-25 00:00:00;;;2004-10-25 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050067;DCS - Acquin-Westbécourt;62008;Acquin-Westbécourt;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-10-25 00:00:00;2004-10-25 00:00:00;;;2004-10-25 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050066;DCS - Acq;62007;Acq;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-11-04 00:00:00;2004-11-04 00:00:00;;;2004-11-04 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050065;DCS - Achicourt;62004;Achicourt;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-09-16 00:00:00;2004-09-16 00:00:00;;;2004-09-16 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050064;DCS - Acheville;62003;Acheville;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2004-08-31 00:00:00;2004-08-31 00:00:00;;;2004-08-31 00:00:00;;2004-12-31 00:00:00;2011-05-27 00:00:00
62PREF20050063;DCS - La Capelle-lès-Boulogne;62908;La Capelle-lès-Boulogne;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2003-08-14 00:00:00;2003-08-14 00:00:00;;;2003-08-14 00:00:00;;2003-08-14 00:00:00;2011-05-27 00:00:00
62PREF20050062;DCS - Wizernes;62902;Wizernes;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2003-12-24 00:00:00;2003-12-24 00:00:00;;;2003-12-24 00:00:00;;2004-01-07 00:00:00;2011-05-27 00:00:00
62PREF20050061;DCS - Wavrans-sur-l'Aa;62882;Wavrans-sur-l'Aa;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2003-12-24 00:00:00;2003-12-24 00:00:00;;;2003-12-24 00:00:00;;2004-01-07 00:00:00;2011-05-27 00:00:00
62PREF20050060;DCS - Setques;62794;Setques;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2003-12-24 00:00:00;2003-12-24 00:00:00;;;2003-12-24 00:00:00;;2004-01-07 00:00:00;2011-05-27 00:00:00
62PREF20050059;DCS - Saint-Martin-d'Hardinghem;62760;Saint-Martin-d'Hardinghem;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2003-12-24 00:00:00;2003-12-24 00:00:00;;;2003-12-24 00:00:00;;2004-01-07 00:00:00;2011-05-27 00:00:00
62PREF20050058;DCS - Remilly-Wirquin;62702;Remilly-Wirquin;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2003-12-24 00:00:00;2003-12-24 00:00:00;;;2003-12-24 00:00:00;;2004-01-07 00:00:00;2011-05-27 00:00:00
62PREF20050057;DCS - Ouve-Wirquin;62644;Ouve-Wirquin;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2003-12-24 00:00:00;2003-12-24 00:00:00;;;2003-12-24 00:00:00;;2004-01-07 00:00:00;2011-05-27 00:00:00
62PREF20050056;DCS - Outreau;62643;Outreau;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2003-08-08 00:00:00;2003-08-08 00:00:00;;;2003-08-08 00:00:00;;2003-08-14 00:00:00;2011-05-27 00:00:00
62PREF20050055;DCS - Merck-Saint-Liévin;62569;Merck-Saint-Liévin;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2003-12-24 00:00:00;2003-12-24 00:00:00;;;2003-12-24 00:00:00;;2004-01-07 00:00:00;2011-05-27 00:00:00
62PREF20050054;DCS - Lumbres;62534;Lumbres;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2003-12-24 00:00:00;2003-12-24 00:00:00;;;2003-12-24 00:00:00;;2004-01-07 00:00:00;2011-05-27 00:00:00
62PREF20050053;DCS - Louches;62531;Louches;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2003-08-08 00:00:00;2003-08-08 00:00:00;;;2003-08-08 00:00:00;;2003-08-14 00:00:00;2011-05-27 00:00:00
62PREF20050052;DCS - Leulinghem;62504;Leulinghem;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2003-08-08 00:00:00;2003-08-08 00:00:00;;;2003-08-08 00:00:00;;2003-08-14 00:00:00;2011-05-27 00:00:00
62PREF20050051;DCS - Hallines;62403;Hallines;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2003-12-24 00:00:00;2003-12-24 00:00:00;;;2003-12-24 00:00:00;;2004-01-07 00:00:00;2011-05-27 00:00:00
62PREF20050050;DCS - Fauquembergues;62325;Fauquembergues;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2003-12-24 00:00:00;2003-12-24 00:00:00;;;2003-12-24 00:00:00;;2004-01-07 00:00:00;2011-05-27 00:00:00
62PREF20050049;DCS - Esquerdes;62309;Esquerdes;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2003-12-24 00:00:00;2003-12-24 00:00:00;;;2003-12-24 00:00:00;;2004-01-07 00:00:00;2011-05-27 00:00:00
62PREF20050048;DCS - Elnes;62292;Elnes;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2003-12-24 00:00:00;2003-12-24 00:00:00;;;2003-12-24 00:00:00;;2004-01-07 00:00:00;2011-05-27 00:00:00
62PREF20050047;DCS - Bellebrune;62104;Bellebrune;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2003-08-08 00:00:00;2003-08-08 00:00:00;;;2003-08-08 00:00:00;;2003-08-14 00:00:00;2011-05-27 00:00:00
62PREF20050046;DCS - Marquise;62560;Marquise;"";Ancien contact :INCONNU. Procédure chargée à partir des données de la base Corinte;2002-01-23 00:00:00;2002-01-23 00:00:00;;;2002-01-23 00:00:00;;2002-02-01 00:00:00;2011-05-27 00:00:00
