,Identifiant,ft_2_categ,EXPO,ft_4_categ,ft_5_categ,ft_6_categ,ft_7_categ,ft_8_categ,ft_9_categ,ft_10_categ,ft_11_categ,ft_12_categ,ft_13_categ,ft_14_categ,ft_15_categ,ft_16_categ,ft_17_categ,ft_18_categ,ft_19_categ,superficief,ft_21_categ,ft_22_categ,ft_23_categ,ft_24_categ,Insee,pluie,catnat,criminalite,pprn,chomage,rev_med
3909,11535,2014,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,976.0,2,1900.0,0.0,   4,63113,4,0.0,0.04077669601500118,0,8.65,18743.33333333333
3910,3317,2014,1,0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1050.0,2,1960.0,0.3,   5,62826,0,0.0,0.0483760234525723,0,13.075,23967.33333333333
3911,13101,2012,1,0,V,N,V,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,580.0,2,1960.0,0.0,   3,60139,2,78.0,0.05188201900530667,0,9.65,20285.8333333333
3912,1589,2013,"0,865753425",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,850.0,3,1960.0,0.0,   .,38185,14,0.0,0.05406969637854372,0,8.275,19773.3333333333
3913,14041,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1750.0,2,1960.0,0.0,   .,34301,21,1.0,0.06727662502551025,3,14.475,17042.0
3914,13694,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,510.0,3,1875.0,0.6,   4,33063,2,78.0,0.0550834663330889,0,9.575,20561.0
3915,15477,2012,1,0,V,N,1,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,base,1,650.0,1,1950.0,0.0,   2,88075,0,0.0,0.03334110824264078,0,11.075,19434.8333333333
3916,17292,2016,"0,99726776",1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,7100.0,1,1969.0,0.6,>=10,37261,1,1.0,0.04417351370700221,18,9.075,19078.9246031746
3917,5702,2015,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,300.0,3,1900.0,0.3,   1,94003,0,0.0,0.06932145331972203,0,9.0,21230.95238095238
3918,6586,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1978.0,3,1960.0,0.0,   .,93051,0,0.0,0.09121377035287634,1,12.05,20290.0
3919,3918,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600.0,3,1960.0,0.0,   .,94002,1,0.0,0.06353817009538369,0,8.725,19277.5
3920,12136,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,690.0,4,1960.0,0.0,   .,75120,0,0.0,0.1248164219334413,0,8.225,20345.33333333333
3921,16677,2016,"0,99726776",1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,7000.0,3,1993.0,0.0,   4,92023,0,0.0,0.06956603637071282,0,7.575,25835.666666666664
3922,15697,2014,1,0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3737.0,1,2009.0,0.0,   2,27229,1,0.0,0.03872000695248744,0,10.55,16830.483870967742
3923,15689,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,1890.0,2,1965.0,0.0,   5,13204,5,0.0,0.07815247478208608,0,11.95,18628.666666666668
3924,11052,2016,"0,090163934",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,480.0,4,1980.0,0.0,   .,06104,14,0.0,0.07059769088238117,3,10.55,22675.17558528428
3925,8671,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3567.0,4,1960.0,0.0,   .,75114,0,0.0,0.1248164219334413,0,8.225,27047.33333333333
3926,16869,2012,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1684.0,2,1970.0,0.0,   4,78688,1,0.0,0.05787421868140893,3,6.8,32819.3333333333
3927,11317,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,8600.0,2,1988.0,0.0,   .,31341,3,0.0,0.06611698170745794,55,10.2,22531.875
3928,14327,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,769.0,2,1960.0,0.0,   .,14118,1,17.0,0.04050177912732175,0,9.725,19024.4
3929,12590,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1531.0,1,1988.0,0.0,   .,74220,9,1.0,0.04589023324239424,4,7.6,31692.777777777777
3930,530,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,438.0,4,1980.0,0.0,   .,06088,12,0.0,0.08239911868053464,5,9.45,18683.0
3931,2540,2014,"0,832876712",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,900.0,2,-1.0,0.0,   .,57672,0,0.0,0.04261764295022551,0,10.65,21776.666666666668
3932,4595,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,791.0,3,1960.0,0.0,   .,92004,0,0.0,0.0635615240137162,0,7.75,23320.555555555602
3933,2370,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1400.0,1,1960.0,0.0,   .,54482,0,0.0,0.05036471800904953,0,10.125,20230.666666666668
3934,18871,2012,"0,180327869",1,V,N,2,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,base,2,11516.0,3,1995.0,0.0,   5,92012,0,0.0,0.06054459246334862,0,7.425,30561.3333333333
3935,14850,2013,"0,832876712",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,700.0,3,1960.0,0.0,   .,94019,1,0.0,0.06353817009538369,0,8.725,21368.2608695652
3936,4383,2013,"0,824657534",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,450.0,3,1988.0,0.0,   .,64483,16,0.0,0.04032936931618822,19,8.6,20414.6666666667
3937,18125,2012,"0,928961749",1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,1430.0,3,1940.0,0.0,   2,92073,0,0.0,0.06054459246334862,0,7.425,27156.6666666667
3938,2793,2015,1,0,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,pi,2,2192.0,2,1988.0,0.0,   3,68271,5,0.0,0.04227734599865986,0,9.925,24044.333333333336
3939,4951,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2350.0,1,1980.0,0.0,   .,58194,1,78.0,0.03486387497347615,0,9.5,17466.0
3940,14411,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2208.0,1,1980.0,0.0,   .,13071,3,0.0,0.08578364194793993,1,11.75,22674.0
3941,2825,2013,0,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4288.0,4,-1.0,0.0,   .,06088,13,0.0,0.0784745334580591,5,10.225,18833.888888888898
3942,1572,2015,"0,953424658",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800.0,3,-1.0,0.0,   .,38185,14,0.0,0.05992598276661391,0,8.55,20065.666666666664
3943,50,2015,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,pi,2,1700.0,3,1800.0,0.0,   4,33063,1,0.0,0.05533950111012233,0,10.25,21404.0
3944,7121,2014,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4500.0,4,1960.0,0.0,   .,75120,0,0.0,0.1248164219334413,0,8.225,20345.33333333333
3945,3264,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,140.0,2,1980.0,0.0,   .,30133,14,1.0,0.05375588094647848,0,14.1,19431.0
3946,17774,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2465.0,3,1962.0,0.3,   2,2A247,18,0.0,0.04411415609421571,0,9.775,17580.0
3947,15316,2014,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,2700.0,3,1965.0,0.0,   7,94068,0,0.0,0.0669812364335378,0,8.875,28809.107142857145
3948,903,2015,1,1,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,450.0,4,-1.0,0.0,   .,75113,0,0.0,0.1201819361809355,0,8.15,23538.181818181816
3949,837,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1185.0,1,1980.0,0.0,   .,86194,1,78.0,0.03590314824030622,0,8.05,18008.5
3950,14195,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2277.0,1,1980.0,0.0,   .,12084,7,78.0,0.02496479370377477,8,6.775,19419.0
3951,13399,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,450.0,2,1960.0,0.0,   .,13203,11,0.0,0.08028686949451888,0,11.9,11798.0
3952,11897,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500.0,3,-1.0,0.0,   .,92009,0,0.0,0.06054459246334862,0,7.425,26905.3333333333
3953,10814,2016,"0,491803279",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,806.0,3,1870.0,0.0,   5,33063,1,0.0,0.05515999129368556,0,9.95,21250.333333333336
3954,14930,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1800.0,2,1988.0,0.0,   .,34108,17,0.0,0.0690906965025932,10,13.675,18148.5
3955,5126,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400.0,2,1988.0,0.0,   .,66182,8,0.0,0.06653485644193881,0,15.1,18389.043478260868
3956,19423,2015,1,0,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,7500.0,2,1960.0,0.0,   8,38563,14,1.0,0.05992598276661391,0,8.55,20750.0
3957,9544,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2900.0,2,1960.0,0.0,   .,13204,4,0.0,0.08332275558066343,0,12.075,18334.0
3958,11234,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,460.0,2,1960.0,0.0,   .,31555,2,78.0,0.06600544495677098,3,9.65,19883.2
3959,10283,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,480.0,4,1955.0,0.0,   2,06079,13,0.0,0.0784745334580591,5,10.225,21179.2
3960,770,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1600.0,1,1960.0,0.0,   .,27229,2,0.0,0.03880896002473771,0,10.75,16793.3333333333
3961,5433,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,420.0,1,1960.0,0.0,   .,50218,1,0.0,0.02687147034084992,0,8.025,18359.3333333333
3962,5899,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1800.0,2,1980.0,0.0,   .,14488,0,0.0,0.04163332511509143,40,9.85,21640.0
3963,16669,2014,1,1,V,N,2,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,base,1,900.0,2,1920.0,0.6,   4,80182,1,0.0,0.04756556665826966,0,11.775,17972.0
3964,4306,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1320.0,1,1988.0,0.0,   .,74056,6,0.0,0.04562953030946748,13,7.4,20645.3333333333
3965,18357,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,460.0,1,1974.0,0.0,   3,91432,1,0.0,0.05730458852999089,0,7.525,24114.0
3966,19899,2016,1,1,V,N,2,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,base,2,1200.0,1,1980.0,0.0,   4,74279,3,0.0,0.04661873483933437,13,7.325,23868.97222222222
3967,9595,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3100.0,2,1960.0,0.0,   .,13208,4,0.0,0.07696127724824814,4,11.675,24413.579710144928
3968,14593,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,770.0,2,1980.0,0.0,   .,29105,1,0.0,0.03940006191105445,0,8.5,18865.3333333333
3969,16988,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,650.0,2,1981.0,0.0,   2,34324,17,0.0,0.0690906965025932,10,13.675,17344.6666666667
3970,15631,2012,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,1,390.0,1,1900.0,0.0,   3,91477,0,0.0,0.05746553352829519,0,7.0,26240.952380952403
3971,10536,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1015.0,2,1978.0,0.0,   4,64024,6,0.0,0.0407719509556328,1,8.2,21352.0
3972,6585,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2868.0,1,-1.0,0.0,   .,33192,2,39.0,0.0550834663330889,0,9.575,22832.1428571429
3973,4440,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,878.0,1,1988.0,0.0,   .,88413,3,0.0,0.03652733327742323,13,11.075,16695.465384615385
3974,11059,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1561.0,2,1960.0,0.0,   .,30120,17,0.0,0.05576233529414171,0,13.7,16235.277777777801
3975,9160,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,460.0,4,-1.0,0.0,   .,06029,14,0.0,0.07700920879672707,0,10.5,18894.0
3976,8759,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,393.0,4,-1.0,0.0,   .,06088,12,0.0,0.08239911868053464,5,9.45,18683.0
3977,14298,2012,1,0,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,base,2,2100.0,4,1968.0,0.0,   5,06088,12,0.0,0.08239911868053464,5,9.45,18683.0
3978,13802,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400.0,4,1960.0,0.0,   .,06057,12,0.0,0.08239911868053464,5,9.45,18551.6666666667
3979,9716,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,850.0,2,1970.0,0.0,   5,13205,3,0.0,0.08578364194793993,1,11.75,18172.6666666667
3980,12034,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,200.0,4,1920.0,0.0,   2,06014,14,0.0,0.07700920879672707,0,10.5,21210.25641025641
3981,10309,2016,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,2400.0,3,1980.0,0.6,   6,2A004,17,0.0,0.04647349695080458,0,9.825,20018.692307692305
3982,14587,2015,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,651.0,1,1960.0,0.0,   .,91174,0,0.0,0.05621308961608108,0,7.775,16944.285714285714
3983,4833,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,799.0,2,1960.0,0.0,   .,21231,1,0.0,0.04055153269890387,1,7.925,20281.3333333333
3984,19882,2016,"0,663934426",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,260.0,1,1900.0,0.6,   3,10362,1,0.0,0.05400925836004014,22,12.625,19488.33333333333
3985,18602,2014,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,1200.0,2,1939.0,0.0,   7,13206,11,0.0,0.08028686949451888,0,11.9,20289.375
3986,14989,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2315.0,1,1988.0,0.0,   .,33011,2,0.0,0.0550834663330889,0,9.575,22041.3333333333
3987,15581,2012,"0,74863388",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,300.0,1,1960.0,0.6,   2,91657,0,1.0,0.05746553352829519,0,7.0,18805.4166666667
3988,5028,2014,"0,443835616",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,345.0,2,1960.0,0.0,   .,13205,11,0.0,0.08028686949451888,0,11.9,18366.0
3989,11391,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,3451.0,2,2000.0,0.6,   2,40065,0,0.0,0.0416433349283758,0,9.0,20698.0
3990,19339,2014,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,880.0,2,1960.0,0.3,   4,66130,8,0.0,0.06653485644193881,0,15.1,18157.33333333333
3991,14110,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200.0,3,1980.0,0.0,   .,93066,1,0.0,0.09135371617835182,0,12.8,14481.25
3992,3284,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,1,250.0,3,1910.0,0.0,   6,83137,24,17.0,0.061626141866979,0,11.225,18534.0
3993,16805,2013,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,550.0,2,1979.0,0.3,   3,77514,1,0.0,0.06016188104307061,1,8.025,20495.3333333333
3994,4417,2015,"0,832876712",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,953.0,2,1988.0,0.0,   .,40284,3,0.0,0.04191114836546522,0,9.85,19642.0
3995,18675,2014,1,1,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1400.0,3,1986.0,0.0,   3,67482,3,0.0,0.04257940448322498,0,8.75,18275.52631578948
3996,6745,2013,"0,8",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,7055.0,2,1980.0,0.0,   .,38563,14,0.0,0.05406969637854372,0,8.275,20116.111111111102
3997,2008,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1320.0,3,1960.0,0.0,   .,38185,14,0.0,0.05887035751935715,0,8.25,19861.833333333336
3998,680,2016,"0,99726776",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,316.0,4,-1.0,0.0,   .,75118,0,1.0,0.1240257733206046,0,7.825,20734.0
3999,2877,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,2100.0,2,1970.0,0.0,   3,77333,0,0.0,0.06140454013002904,0,8.075,17269.0
4000,12285,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350.0,2,1960.0,0.0,   .,13207,3,0.0,0.08578364194793993,1,11.75,22626.3333333333
4001,15596,2015,1,0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,4207.0,3,2009.0,0.0,   4,2B033,19,3.0,0.04410121854107348,0,11.9,17830.5
4002,16970,2016,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,200.0,2,1930.0,0.6,   2,51454,1,0.0,0.05335243824041003,21,9.45,18162.333333333336
4003,5764,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1750.0,1,1970.0,0.6,   4,74256,6,0.0,0.04562953030946748,13,7.4,21587.1428571429
4004,15388,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,450.0,4,1960.0,0.0,   4,06104,7,0.0,0.07571782269687004,4,10.725,23058.043478260868
4005,17226,2016,1,0,V,N,1,O,1,N,N,N,O,O,AUTRE,IDENTIQUE,V,effpi,2,480.0,1,1850.0,0.0,   4,10387,1,0.0,0.05400925836004014,22,12.625,16806.214285714286
4006,12143,2016,"0,99726776",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,1090.0,2,1958.0,0.6,   5,13201,4,0.0,0.07696127724824814,4,11.675,13862.416666666668
4007,19070,2016,"0,994535519",0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3768.0,1,2012.0,0.3,   5,54323,1,0.0,0.04866309358821838,0,9.85,17275.708333333336
4008,14975,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1020.0,2,1960.0,0.0,   .,90010,2,0.0,0.04256634708906488,0,10.65,16758.0
4009,12675,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3241.0,3,1980.0,0.0,   .,93031,1,0.0,0.09135371617835182,0,12.8,15515.0
4010,14338,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200.0,2,1980.0,0.0,   .,78245,0,0.0,0.05909196014900415,17,7.225,28887.0
4011,18311,2016,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,4650.0,1,1960.0,0.0,   5,13001,4,0.0,0.07696127724824814,4,11.675,22761.6
4012,5247,2016,"0,920765027",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,660.0,2,1960.0,0.0,   .,38081,4,0.0,0.05683559579603356,0,8.4,23112.111111111117
4013,5965,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,930.0,3,1960.0,0.0,   .,92004,0,0.0,0.06998949155484403,0,7.9,23775.0
4014,19462,2016,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2444.0,1,1970.0,0.6,   5,02059,2,0.0,0.04263470462718415,12,13.725,16188.5
4015,17162,2014,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,effpi,2,400.0,1,1850.0,0.0,   5,10387,0,21.0,0.05349016858491239,0,12.125,16791.428571428572
4016,7839,2014,"0,580821918",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,100.0,2,1988.0,0.0,   .,83065,24,0.0,0.061626141866979,0,11.225,22472.0
4017,3688,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2738.0,2,-1.0,0.0,   .,26362,9,0.0,0.05731742562086076,1,10.425,17673.1666666667
4018,12409,2014,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,8084.0,2,2007.0,0.6,   3,31396,7,0.0,0.06746464207979552,41,10.375,21411.33333333333
4019,19126,2015,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2240.0,1,1982.0,0.3,   4,13004,5,0.0,0.07815247478208608,0,11.95,17916.666666666664
4020,5428,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,644.0,2,1960.0,0.0,   .,69266,2,0.0,0.0704672625336513,0,9.25,19258.0
4021,2916,2012,0,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500.0,2,-1.0,0.0,   .,30189,13,0.0,0.05981659771394866,0,12.8,16380.666666666699
4022,18215,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1768.0,2,1993.0,0.0,   5,57463,0,39.0,0.04244480060048675,0,10.55,18860.384615384613
4023,8539,2016,"0,99726776",0,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,5500.0,4,1973.0,0.0,   4,06004,14,0.0,0.07059769088238117,3,10.55,21626.388888888883
4024,14704,2013,"0,745205479",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,880.0,2,1988.0,0.0,   .,57227,2,0.0,0.0429116043684382,0,10.675,15682.5
4025,12017,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,960.0,1,1930.0,0.6,   3,87085,3,0.0,0.03474490894446822,0,9.675,18621.166666666664
4026,6530,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,746.0,1,-1.0,0.0,   .,74169,4,0.0,0.04729934263140432,12,7.125,21349.0476190476
4027,1830,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,820.0,1,1960.0,0.0,   4,88408,0,0.0,0.03334110824264078,0,11.075,18244.2857142857
4028,14959,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2200.0,2,-1.0,0.0,   .,57463,2,39.0,0.04073106400158428,0,10.15,18842.77564102564
4029,13649,2016,"0,99726776",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,2217.0,1,1900.0,0.6,   4,43157,5,0.0,0.03138044946093719,1,8.25,17971.095238095237
4030,19316,2014,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,1,900.0,1,1920.0,0.3,   5,03310,9,0.0,0.03625583713731045,0,10.475,17926.0
4031,1048,2014,"0,915068493",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,880.0,2,1960.0,0.0,   .,62108,0,0.0,0.0483760234525723,0,13.075,17538.0
4032,14676,2016,"0,99726776",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,150.0,2,1940.0,0.6,   3,76259,0,0.0,0.05002647809485131,10,11.25,17597.619047619046
4033,11400,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,550.0,2,1960.0,0.0,   .,13204,5,0.0,0.07815247478208608,0,11.95,18628.666666666668
4034,7341,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,476.0,4,1900.0,0.6,   4,06088,13,0.0,0.0784745334580591,5,10.225,18833.888888888898
4035,15097,2016,"0,967213115",0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1580.0,2,1970.0,0.0,   4,76259,0,0.0,0.05002647809485131,10,11.25,17597.619047619046
4036,9403,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,360.0,1,-1.0,0.0,   .,91425,0,0.0,0.05746553352829519,0,7.0,24440.8571428571
4037,4566,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,250.0,4,-1.0,0.0,   .,75115,0,0.0,0.1248164219334413,0,8.225,30246.66666666667
4038,14745,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,446.0,2,1980.0,0.0,   .,21231,1,0.0,0.04285529422575968,0,8.325,20762.714285714283
4039,3407,2013,1,1,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,350.0,3,1900.0,0.3,   3,94080,1,0.0,0.06353817009538369,0,8.725,30584.0
4040,1899,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,448.0,1,1955.0,0.0,   3,74056,9,1.0,0.04589023324239424,4,7.6,21609.2
4041,3741,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300.0,3,-1.0,0.0,   .,33063,2,78.0,0.0550834663330889,0,9.575,20561.0
4042,6090,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2400.0,2,-1.0,0.0,   .,51454,0,0.0,0.05650637362637363,0,9.125,17693.3333333333
4043,378,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,5000.0,1,1980.0,0.0,   .,36044,0,1.0,0.03657787111749751,0,9.45,18415.0
4044,11534,2014,"0,567123288",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,950.0,2,2007.0,0.3,   3,67156,3,0.0,0.04257940448322498,0,8.75,23554.0
4045,1114,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,168.0,2,1960.0,0.0,   .,95205,0,0.0,0.06796007865787937,3,10.35,23290.434782608696
4046,17740,2015,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,2100.0,4,1900.0,0.0,   4,75113,0,0.0,0.1201819361809355,0,8.15,23538.181818181816
4047,4740,2012,1,1,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,400.0,2,1950.0,0.3,   3,34324,17,0.0,0.0690906965025932,10,13.675,17344.6666666667
